name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,name,userid,highestTrophies,trophies,3vs3Victories,expPoints,winrate,winrate,winrate,usage,usage,usage,victory
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,71.26,66.33,66.1,3.17,3.52,1.04,0
ØG|Legolas,#8YUJJVRQ,23106,21828,5789,231675,Scoob♡,#2QCLLYCG,18908,18363,5546,129273,PRADA,#8L2UP20YL,20305,18919,11464,180136,66.1,67.57,74.4,1.04,4.0,4.1,1
SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,74.85,69.33,66.1,3.25,1.39,1.04,0
derf,#CLQRJG9,17249,16936,11926,201120,CINNAMON×TOAST,#URVVVP8U,21998,20714,12835,253605,La Rascasse,#98RRQPR9,16598,15739,4556,114272,74.4,66.1,67.57,4.1,1.04,4.0,1
✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,66.1,68.82,74.4,1.04,1.7,4.1,0
SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,66.1,74.85,66.33,1.04,3.25,3.52,0
DaaNTz,#RG08Y9GU,26003,24851,12200,222318,~ Bharbo ⚖,#GQYUY8P,25253,21637,28980,363142,TGP | Jcertoro,#GGJVQGY8,28131,22972,23424,333648,66.1,74.4,68.82,1.04,4.1,1.7,1
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,69.33,54.35,85.29,1.39,1.33,0.77,0
Exodor,#L0UCQRQ,22051,18175,13826,226242,Auge,#VGGU2QUC,24529,18900,13248,202028,Represent,#920092V,22114,19017,15034,214999,74.4,66.1,68.82,4.1,1.04,1.7,1
Hyperion が乗せ,#G9P0JUQL,21570,18100,12448,189650,⚪️〰️YKMN〰️⚪️,#8PY0CJ2Q,14372,14372,5840,93169,babara,#9QGR0Q82L,17248,15958,8392,103323,66.1,74.4,68.82,1.04,4.1,1.7,1
✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,77.08,68.82,66.33,2.96,1.7,3.52,0
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,66.1,68.82,74.4,1.04,1.7,4.1,1
BBgsᴶᴷᴹ♡,#V0GUCGV8,22866,20244,9935,130056,Goddy :D,#UUGYQ0U0,20623,18977,8755,169840,Li_Mon,#20L2009L,20110,18655,10863,234139,66.33,67.57,79.69,3.52,4.0,2.72,0
LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,69.33,74.4,68.82,1.39,4.1,1.7,1
ciego,#LPRCULV,19030,17806,6471,161460,AlexMQP,#U0JGCLPR,19696,18409,11803,212402,ERKOKE!!-YT,#QQJ2P02C,21007,19410,5763,146819,74.4,68.82,66.1,4.1,1.7,1.04,0
➡️❣ItzAleSama❣⬅,#9P2LPRR8,20510,18158,8400,217608,FE | adri88,#GJUYGY80,25633,19512,16116,283788,❄️xPabloJ™❄️,#RR9UPL,26097,21302,14431,256843,66.1,68.82,74.4,1.04,1.7,4.1,1
✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,74.85,66.33,67.57,3.25,3.52,4.0,0
Tao220055,#29VYCVPP,19071,18042,9787,168902,•⑦ƒ•HexHyte,#PQCUQP9,10226,10212,10078,174063,babychu,#9V20VRQCQ,16813,16212,3543,98347,68.82,66.1,74.4,1.7,1.04,4.1,1
LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,SainT :D,#LPYG80UJ,23817,23392,8568,215783,74.85,66.33,67.57,3.25,3.52,4.0,0
SainT :D,#LPYG80UJ,23817,23392,8568,215783,LINO ☬,#CLYVGP,29674,26246,19443,284411,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,66.33,67.57,74.4,3.52,4.0,4.1,1
Pcasalf,#GRPRC9GV,18009,17508,7139,120862,alacme,#GJVY2YPU,15327,15165,4181,82101,Escribiendo....,#2Y0RQRPUR,17743,17713,6316,151968,74.4,66.1,68.82,4.1,1.04,1.7,0
SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,74.84,54.35,66.1,3.09,1.33,1.04,1
Sjakiey,#2GVG8YLG,24631,20972,20338,380132,Wuul,#P9J9PRC,21006,19093,9597,192302,super bram,#G8UYY2L,22137,19345,15020,330696,68.82,74.4,66.1,1.7,4.1,1.04,0
itsprimo,#J2R2GR98,23071,21184,12021,196617,Verkrom,#2988GJULU,20015,18191,8241,124161,Chrollo,#CC8J0GPU,23304,20649,8856,214410,66.1,68.82,74.4,1.04,1.7,4.1,1
✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,66.33,71.26,77.23,3.52,3.17,2.08,0
LINO ☬,#CLYVGP,29674,26246,19443,284411,SainT :D,#LPYG80UJ,23817,23392,8568,215783,✘ SNAKE ✘,#28CLUJYPC,22077,19836,16107,285279,66.1,74.4,68.82,1.04,4.1,1.7,1
ByIo4Ka,#8JY8RR,17431,15060,3367,95053,Azzzzzz,#YCYCJYUQ,15623,15538,7397,140686,Jermu,#RVLC0JU2,17828,17383,2980,65730,68.82,77.08,74.85,1.7,2.96,3.25,0
SHINOBI vortex,#9902L0U2R,13394,13387,1795,61728,KING GJ,#PGQCCRGLP,14825,14456,5702,99134,BeasT_SauL,#QVUV9GUY,15460,15232,2131,90389,66.1,77.78,54.35,1.04,0.75,1.33,1
•JuanGa•,#YVLRR8GQ,23519,21407,11176,189363,Anaalridder69,#2L9RUYQ9,5552,5346,1252,32653,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,68.82,66.1,78.95,1.7,1.04,1.2,0
__IVANNESPINOSA,#LGJ8GVQV,13875,13868,4555,90580,cachopopatuvi,#9GJ8LC0R0,12378,12141,2382,90414,chaine BiBouss,#9LJ0QRUG0,17003,17003,4304,93033,66.67,68.49,78.57,1.07,1.33,1.47,0
زعيم,#9PY9V2PJP,13059,13044,1689,98240,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,Byron(o,#PYY9UQP0,15784,15279,1456,71014,68.49,78.95,66.67,1.33,1.2,1.07,1
SelFmaDe,#9G898CVP,10071,9926,3712,61493,Калыван,#G8R8VG28,16526,16526,6789,158468,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,82.17,73.53,78.95,2.82,1.33,1.2,0
lilglam,#9PGR09U0,14531,14363,2510,62428,yung rebel,#9C8CJP2G,16943,16261,5531,120570,STY|BAKS✨,#GLJRJY,20575,18445,6803,158397,78.95,68.92,77.23,1.2,1.36,2.08,1
MORRO19⚽,#80VQG0GL,21217,18653,15535,231988,Iván,#8PLQJJGV,18835,17123,8848,138480,☁︎ ＣＬＯＵＤ ☁︎,#90JRG98GR,7929,7929,918,21723,74.18,68.49,68.92,3.6,1.33,1.36,1
ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,Neraph,#QPCRQYGL,19078,17200,9946,189139,Dark Hole,#LQ8QRL0Y,17293,16389,5681,157250,78.95,54.35,66.67,1.2,1.33,1.07,0
Ferrer,#8U88YQ0QQ,14696,14420,4573,118014,ратяук,#2GQGVG89P,20128,17906,1305,109144,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,77.78,62.99,78.95,0.75,2.13,1.2,0
L♥️B,#PPY08G2G,17194,16966,4188,103420,/L0RA/~XD,#2R8UVUP08,18075,17404,3006,127262,Aiti_300,#PYPUPQYP,16741,16658,2521,95280,77.23,85.29,68.49,2.08,0.77,1.33,1
Chen,#CYVRRV2,8089,7972,1494,41171,FIGHT.STAR,#JP80PU9L,16524,16498,4695,127548,Garri17⚡,#RVPGCGPY,18523,18236,9032,184026,66.33,71.51,78.57,3.52,3.54,1.47,1
ратяук,#2GQGVG89P,20128,17906,1305,109144,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,Akira Ikuro,#2P08G9L02,10369,10338,2045,59909,62.99,78.95,77.23,2.13,1.2,2.08,0
KTM|Mars,#CC0G8LL,22353,20700,5807,150140,iso,#928988LL,20808,19599,3502,193218,QLS|proxy,#L2YQ2RG,20006,19205,4135,146883,74.84,77.23,66.33,3.09,2.08,3.52,1
Aaronsitoo,#ULCCJ8GR,24287,21021,17049,314426,Q28 |Claudiaa⚜️,#VGQGJQL2,17387,16805,7249,159046,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,74.84,82.17,78.95,3.09,2.82,1.2,0
Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,67.12,74.85,77.23,2.61,3.25,2.08,1
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,74.85,67.57,66.94,3.25,4.0,2.21,0
Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,67.12,74.85,77.23,2.61,3.25,2.08,0
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,74.85,67.57,66.94,3.25,4.0,2.21,1
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,74.85,67.57,66.94,3.25,4.0,2.21,0
Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,67.12,77.78,77.23,2.61,0.75,2.08,1
ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,77.23,67.12,77.78,2.08,2.61,0.75,0
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,74.85,68.82,67.57,3.25,1.7,4.0,1
ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,Fr0sT,#CRGRPLR,26424,21743,13816,166535,77.23,67.12,77.78,2.08,2.61,0.75,0
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,74.85,67.57,66.94,3.25,4.0,2.21,1
TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,67.57,66.94,74.85,4.0,2.21,3.25,0
ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,Fr0sT,#CRGRPLR,26424,21743,13816,166535,66.1,67.12,77.78,1.04,2.61,0.75,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,74.4,77.23,79.79,4.1,2.08,2.0,0
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,74.85,77.23,79.69,3.25,2.08,2.72,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,74.4,79.79,77.23,4.1,2.0,2.08,1
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,77.23,79.69,66.1,2.08,2.72,1.04,0
TQ|Guijarro,#GRL2QVGY,20501,19160,9045,156598,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,77.23,67.12,66.1,2.08,2.61,1.04,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,74.4,79.79,77.23,4.1,2.0,2.08,0
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,74.84,74.85,77.08,3.09,3.25,2.96,0
TQ|Coletas,#20LLGV982,22716,18501,17296,240842,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,67.57,74.85,77.08,4.0,3.25,2.96,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,68.82,77.08,74.85,1.7,2.96,3.25,0
TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|Coletas,#20LLGV982,22716,18501,17296,240842,77.08,74.85,67.57,2.96,3.25,4.0,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,79.69,74.84,77.08,2.72,3.09,2.96,0
TQ|Coletas,#20LLGV982,22716,18501,17296,240842,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,67.57,74.85,77.08,4.0,3.25,2.96,1
ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,74.85,79.69,77.08,3.25,2.72,2.96,1
TQ|Coletas,#20LLGV982,22716,18501,17296,240842,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,67.57,63.46,77.08,4.0,3.52,2.96,0
ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,67.57,67.12,78.57,4.0,2.61,1.47,0
TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|Coletas,#20LLGV982,22716,18501,17296,240842,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,67.12,66.1,71.26,2.61,1.04,3.17,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,66.67,71.7,74.18,1.07,2.02,3.6,0
TQ|Coletas,#20LLGV982,22716,18501,17296,240842,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,66.1,71.26,67.12,1.04,3.17,2.61,1
TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|Coletas,#20LLGV982,22716,18501,17296,240842,71.26,67.12,66.1,3.17,2.61,1.04,0
Fr0sT,#CRGRPLR,26424,21743,13816,166535,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,74.84,66.33,67.57,3.09,3.52,4.0,1
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,77.23,74.85,67.57,2.08,3.25,4.0,0
TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|Coletas,#20LLGV982,22716,18501,17296,240842,71.26,67.12,66.1,3.17,2.61,1.04,1
TQ|Coletas,#20LLGV982,22716,18501,17296,240842,TQ|J0s3K,#98UL0G,23863,19822,29520,364387,TQ|AlbertCG☢️,#2J9G8Q2Q,30621,21028,41433,474194,66.67,74.85,71.7,1.07,3.25,2.02,0
Fr0sT,#CRGRPLR,26424,21743,13816,166535,ιℓσvεүσυяsιsтεя,#GGPUPQRL,28007,26051,22468,287696,HSide|PoneySwag,#PQJ28,30004,20563,33167,426092,77.23,67.57,74.4,2.08,4.0,4.1,1
我が名はままめちぃ！,#2UQCRP90,24933,20042,22165,302783,YAPIMARU☽➴,#29LLQRQGU,14772,13473,11953,176248,ウンブラレークス,#29QLP0U2P,19001,16706,6786,143989,77.08,68.49,73.53,2.96,1.33,1.33,0
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,1
Pusparaj Mishra,#20J8J2Q0U,21170,18729,20314,344765,Amar Jr. ☠️,#8UGPRG99,25294,20085,15565,234198,Mr Nobody ☠️,#G20QCUL,25072,21504,28047,370125,74.18,71.51,82.17,3.6,3.54,2.82,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,78.57,66.67,74.85,1.47,1.07,3.25,1
禾系MK欣,#UP2VQPP2,17574,17141,2575,159322,天黑請閉眼,#8YUCL0ULY,20421,19089,7569,146049,Kelkel,#Y8JVVRP9,23098,19327,13804,280145,68.92,67.12,74.85,1.36,2.61,3.25,0
channeltaku@YT,#2YYGPVJP,17429,17373,3661,79499,everyone,#Y2RJYJRR,18158,17957,3384,80993,アップル,#LQ08CVYP,16132,15811,6967,99537,67.12,85.29,77.23,2.61,0.77,2.08,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,1
万博tantara,#8V2VQPRUV,14127,13973,2915,92875,ちゃむ,#QR990GL0,20831,19558,8525,144185,범쓰,#2CCVJ2LGG,11209,11197,2370,51062,77.23,66.33,66.67,2.08,3.52,1.07,0
イキイキした毎日,#9UVLRP2YJ,13309,13116,3732,55042,Show害ᛃいーぐる,#222VJU0CU,21956,20988,16275,238360,❄Mikito | Bear❄,#8UJQJ82U,27720,20282,24664,327468,68.49,71.7,66.33,1.33,2.02,3.52,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,74.85,66.67,78.57,3.25,1.07,1.47,0
絶剣⚔️うじ,#902URVYRU,18551,16706,4480,135637,AI5,#9QG0GPG0Y,15247,15247,2591,99927,ﾄｷ@사나,#2LJQ92Q8Y,14692,14107,4716,76068,77.23,78.57,62.99,2.08,1.17,2.13,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
vice⚜️hi-ragi,#8P0UG2G8U,18090,17060,7563,193311,ピンクまん,#PYY0G09GY,15657,15182,3562,74109,かあ,#L9J98LYG,17655,17408,7992,149823,73.53,74.84,68.49,1.33,3.09,1.33,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,66.67,78.57,74.85,1.07,1.47,3.25,1
マジックリン,#8LJ9922PP,17290,17081,3339,98664,佐村河内守,#PQ9VUG8LR,4064,3902,934,11366,知るかバヵうどん,#9VRYP0QYY,9344,9228,4903,86812,68.49,74.84,71.26,1.33,3.09,3.17,0
çöñvêx,#YVY0CJYV,6955,6950,448,19456,~iEnVy~,#2RYRJQ89G,12908,12879,2065,44949,Sachin,#22LC2GC8G,13360,13282,3536,85563,66.33,74.18,82.17,3.52,3.6,2.82,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
TAKUBOY,#P8JVL2JLU,14736,14270,2353,67273,나의달콤한오렌지나무,#29CU8CLCL,19392,18525,4521,171591,메롱,#9R0YQLRR8,15171,14829,4533,91958,77.23,68.82,66.67,2.08,1.7,1.07,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
wiki,#2RVYGLG,16080,15981,3714,91977,だいき,#9LJP8R98Y,12361,12355,1562,33601,Taisei-™,#8P8CY29J8,15276,15250,2590,76526,68.82,78.95,77.23,1.7,1.2,2.08,1
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,78.57,66.67,74.85,1.47,1.07,3.25,0
歌岸似聲,#P89URPC0,17386,16666,9233,187741,손흥민,#QVLP8JUP,24328,20918,18127,344023,혼돈,#8RR0J2JY2,25036,19763,13060,169332,74.18,71.26,78.57,3.6,3.17,1.47,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
溶き卵ETC❄️バナナ,#8QJ82RGC9,14674,14441,3448,56325,ぜん,#J2UUYLL0,17127,17076,3709,74457,フロントガラス男,#228RJLJJ8,7216,7181,1462,29543,54.35,78.95,73.53,1.33,1.2,1.33,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
ஐ‬*.✩にっしー✩.*‪ஐ,#VRL2LUG0,24000,20926,10971,207776,꧁♛LEGEND♛꧂,#QV9VCCRP,24644,21907,18403,251292,Noob is ポンポン,#2RUGJ02Y,23479,21252,6085,112355,75.28,79.79,62.99,1.78,2.0,2.13,0
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,1
猛哥吉拉,#LG9CUR9R,18360,17603,9554,144931,Ravent.sino,#UU2VUJ0R,16399,16381,2837,87039,實在有太多弱雞隊友了,#LQC2C0UL,15224,14647,7423,130641,71.26,66.1,75.28,3.17,1.04,1.78,1
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,0
the pro sabin,#QUPYLGY8,15036,14295,4256,90942,SAKIB,#8PQ2UG2R,14125,14017,2558,103405,Sujith,#YQJYJVV,16802,16077,5964,155438,85.29,73.53,74.84,0.77,1.33,3.09,1
魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,78.57,66.67,74.85,1.47,1.07,3.25,0
Re.tsubasa,#2JPG928JG,24706,22876,11625,221819,魚ロケ┃るる㌨!,#20JCCCYGP,29239,25906,15283,253222,マンメンミᔦ° ꒳ °ᔨ,#QCLV9CL,23452,23443,13440,200169,74.85,78.57,66.67,3.25,1.47,1.07,1
C9_yamada,#Y2GJQL09,15120,15005,2604,61970,Ŧ.₩olf│満腹丸_YT,#2LQRJJRUR,24779,21723,16737,274960,❄ダンゴムシ❄,#Y28UCY0R,23321,20511,13916,175431,71.26,63.33,67.12,3.17,0.51,2.61,0
